Timestamp,Image Path,Judgment,Total Defects,Processing Time (ms),Defect Index,Defect Type,Confidence,X,Y,Width,Height,Area,Circularity
2025-11-21 09:48:11.921,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,51.4596,0,Discoloration,0.603292,320,1159,15,12,103,0.649896
2025-11-21 09:48:11.921,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,51.4596,1,Stain,0.555024,1809,921,15,20,154.5,0.615059
2025-11-21 09:48:13.044,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,25.8585,0,Discoloration,0.603292,320,1159,15,12,103,0.649896
2025-11-21 09:48:13.044,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,25.8585,1,Stain,0.555024,1809,921,15,20,154.5,0.615059
2025-11-21 09:48:13.307,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,20.4185,0,Discoloration,0.603292,320,1159,15,12,103,0.649896
2025-11-21 09:48:13.307,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,20.4185,1,Stain,0.555024,1809,921,15,20,154.5,0.615059
2025-11-21 09:48:13.571,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,24.4604,0,Discoloration,0.603292,320,1159,15,12,103,0.649896
2025-11-21 09:48:13.571,data/input/1346653592-potato-N92z-1920x1200-MM-100.jpg,NG,2,24.4604,1,Stain,0.555024,1809,921,15,20,154.5,0.615059
